
[00:00:00.000 --> 00:00:10.000]  大明寺廟早晨 我是黃牧師 很高興能夠再次在主日送拜的時間和大家分享主的道理
[01:00:50.000 --> 01:00:52.000]  語養
[01:00:52.000 --> 01:00:54.000]  餵奶
[01:00:54.000 --> 01:00:56.000]  Nursing
[01:00:56.000 --> 01:00:58.000]  這個字就在這裡
[01:00:58.000 --> 01:01:00.000]  原來鷹鞋在抱緊
[01:01:00.000 --> 01:01:02.000]  好像自己在餵奶
[01:01:02.000 --> 01:01:04.000]  照顧
[01:01:04.000 --> 01:01:06.000]  當然你可以說
[01:01:06.000 --> 01:01:08.000]  牧師只是當他是雞母
[01:01:08.000 --> 01:01:10.000]  去接待他
[01:01:10.000 --> 01:01:12.000]  現在是說在一個公眾場合
[01:01:12.000 --> 01:01:14.000]  裡面
[01:01:14.000 --> 01:01:16.000]  他故意抱緊
[01:01:16.000 --> 01:01:18.000]  好像媽媽在餵奶
[01:01:18.000 --> 01:01:20.000]  給小朋友
[01:01:20.000 --> 01:01:22.000]  他做什麼呢
[01:01:22.000 --> 01:01:24.000]  為什麼要做這種情況
[01:01:24.000 --> 01:01:26.000]  其實他不是聽不懂
[01:01:26.000 --> 01:01:28.000]  南奧米絕對不是一個蠢的女人
[01:01:28.000 --> 01:01:30.000]  他很聽得懂
[01:01:30.000 --> 01:01:32.000]  這種說話
[01:01:32.000 --> 01:01:34.000]  為什麼這樣
[01:01:34.000 --> 01:01:36.000]  因為他自己也衰
[01:01:36.000 --> 01:01:38.000]  他自己回來的時候
[01:01:38.000 --> 01:01:40.000]  又跟人家交惡
[01:01:40.000 --> 01:01:42.000]  還找事情說
[01:01:42.000 --> 01:01:44.000]  人家這樣的表現
[01:01:44.000 --> 01:01:46.000]  我不是說怪他們
[01:01:46.000 --> 01:01:48.000]  不過南奧米
[01:01:48.000 --> 01:01:50.000]  他不能夠逃避責任
[01:01:50.000 --> 01:01:52.000]  在這種情況下
[01:01:52.000 --> 01:01:54.000]  扮成這樣
[01:01:54.000 --> 01:01:56.000]  做成這樣
[01:01:56.000 --> 01:01:58.000]  這些婦女更加跟著說
[01:01:58.000 --> 01:02:00.000]  不要
[01:02:00.000 --> 01:02:02.000]  接著這群人
[01:02:02.000 --> 01:02:06.000]  為路德和波亞斯所生的兒子
[01:02:06.000 --> 01:02:08.000]  叫做俄比德
[01:02:08.000 --> 01:02:10.000]  俄比德這個字眼
[01:02:10.000 --> 01:02:12.000]  是什麼意思呢
[01:02:12.000 --> 01:02:14.000]  俄比德在希伯來文裡面
[01:02:14.000 --> 01:02:16.000]  說到
[01:02:16.000 --> 01:02:18.000]  英文翻譯為One who serves
[01:02:18.000 --> 01:02:20.000]  他來服侍人
[01:02:20.000 --> 01:02:22.000]  他來服侍的一位
[01:02:22.000 --> 01:02:24.000]  其實這句話
[01:02:24.000 --> 01:02:26.000]  是充分反映出
[01:02:26.000 --> 01:02:30.000]  這群婦女那種酸溜溜的感覺
[01:02:30.000 --> 01:02:32.000]  如果用今天的翻譯來算
[01:02:32.000 --> 01:02:34.000]  我們可以甚至
[01:02:34.000 --> 01:02:36.000]  將這句話翻譯為
[01:02:36.000 --> 01:02:38.000]  這個小子
[01:02:38.000 --> 01:02:40.000]  都是被人利用的
[01:02:40.000 --> 01:02:42.000]  被人欺負的
[01:02:42.000 --> 01:02:44.000]  這樣的意思
[01:02:44.000 --> 01:02:46.000]  這群婦女
[01:02:46.000 --> 01:02:48.000]  究竟原文聖經
[01:02:48.000 --> 01:02:50.000]  不應該這樣說
[01:02:50.000 --> 01:02:52.000]  原本波亞斯和路德
[01:02:52.000 --> 01:02:54.000]  是不是要改英俠做這個名字呢
[01:02:54.000 --> 01:02:56.000]  聖經沒有特別記載
[01:02:56.000 --> 01:02:58.000]  不過在之後
[01:02:58.000 --> 01:03:00.000]  後來的族譜我們覺得
[01:03:00.000 --> 01:03:02.000]  他們真的選用了這個名字
[01:03:02.000 --> 01:03:04.000]  選用同一個名字
[01:03:04.000 --> 01:03:06.000]  名字的來源可能是很不同的
[01:03:06.000 --> 01:03:08.000]  可能是從一些
[01:03:08.000 --> 01:03:10.000]  好像中國人
[01:03:10.000 --> 01:03:12.000]  以前有些人叫狗仔
[01:03:12.000 --> 01:03:14.000]  因為他出生的時候
[01:03:14.000 --> 01:03:16.000]  剛好有隻狗仔走過
[01:03:16.000 --> 01:03:18.000]  就叫狗仔
[01:03:18.000 --> 01:03:20.000]  或者有些民間信仰
[01:03:20.000 --> 01:03:22.000]  被魔鬼抓了小朋友
[01:03:22.000 --> 01:03:24.000]  就把小朋友弄死
[01:03:24.000 --> 01:03:26.000]  這樣的情況
[01:03:26.000 --> 01:03:28.000]  是正常的
[01:03:28.000 --> 01:03:30.000]  我們遲些再說
[01:03:30.000 --> 01:03:32.000]  俄比德為什麼
[01:03:32.000 --> 01:03:34.000]  在族譜裡面用這個名字呢
[01:03:34.000 --> 01:03:36.000]  不過從這裡我們看到
[01:03:36.000 --> 01:03:38.000]  這群婦女是在「低」
[01:03:38.000 --> 01:03:40.000]  我也不知道
[01:03:40.000 --> 01:03:42.000]  普通話怎麼說
[01:03:42.000 --> 01:03:44.000]  廣東話是在串他們
[01:03:44.000 --> 01:03:46.000]  在低他們 廣東話就叫做
[01:03:46.000 --> 01:03:48.000]  俄比德
[01:03:48.000 --> 01:03:50.000]  俄比德的孩子
[01:03:50.000 --> 01:03:52.000]  其實根本不是他生的
[01:03:52.000 --> 01:03:54.000]  是不是 為什麼無端端
[01:03:54.000 --> 01:03:56.000]  他這樣說話呢
[01:03:56.000 --> 01:03:58.000]  他都沒有生
[01:03:58.000 --> 01:04:00.000]  其實是在挖苦他
[01:04:00.000 --> 01:04:02.000]  我們要看清楚
[01:04:02.000 --> 01:04:04.000]  有些說話絕不客氣
[01:04:04.000 --> 01:04:06.000]  這群婦女和俄比德
[01:04:06.000 --> 01:04:08.000]  兩個 不是俄比德
[01:04:08.000 --> 01:04:10.000]  不是 倡來建黨
[01:04:10.000 --> 01:04:12.000]  大家互相放飛箭
[01:04:12.000 --> 01:04:14.000]  你插我一句
[01:04:14.000 --> 01:04:16.000]  我就多做點事激你
[01:04:16.000 --> 01:04:18.000]  熟不熟啊
[01:04:18.000 --> 01:04:20.000]  從這裡給我們看
[01:04:20.000 --> 01:04:22.000]  俄比德
[01:04:22.000 --> 01:04:26.000]  這個名字
[01:04:26.000 --> 01:04:28.000]  其實是一個
[01:04:28.000 --> 01:04:30.000]  婦女在「休」
[01:04:30.000 --> 01:04:32.000]  這個南俄米
[01:04:32.000 --> 01:04:34.000]  一脈的一個說法
[01:04:34.000 --> 01:04:36.000]  當然有些牧師又強行來
[01:04:36.000 --> 01:04:38.000]  他就說
[01:04:38.000 --> 01:04:40.000]  大兄姐妹
[01:04:40.000 --> 01:04:42.000]  這句話因為原本翻譯為
[01:04:42.000 --> 01:04:44.000]  來服侍的那一位
[01:04:44.000 --> 01:04:46.000]  其實是預表
[01:04:46.000 --> 01:04:48.000]  將來耶穌基督的降生
[01:04:48.000 --> 01:04:50.000]  是服侍侍奉的典範
[01:04:50.000 --> 01:04:52.000]  大兄姐妹
[01:04:52.000 --> 01:04:54.000]  我作為牧者
[01:04:54.000 --> 01:04:56.000]  特別我是自己讀《釋經》學的
[01:04:56.000 --> 01:04:58.000]  這種解釋
[01:04:58.000 --> 01:05:00.000]  是憑空想像
[01:05:00.000 --> 01:05:02.000]  完全是不靠譜的做法
[01:05:02.000 --> 01:05:06.000]  個人讀經的人
[01:05:06.000 --> 01:05:08.000]  聯想出來的東西
[01:05:08.000 --> 01:05:10.000]  那些就不要說了
[01:05:10.000 --> 01:05:12.000]  因為很根據
[01:05:12.000 --> 01:05:14.000]  不過有根據的東西在哪裡呢
[01:05:14.000 --> 01:05:16.000]  這裡很清楚
[01:05:16.000 --> 01:05:18.000]  將這個狀態
[01:05:18.000 --> 01:05:20.000]  作者反映出
[01:05:20.000 --> 01:05:22.000]  在第一章
[01:05:22.000 --> 01:05:24.000]  南俄米和
[01:05:24.000 --> 01:05:26.000]  這群婦女之間的關係
[01:05:26.000 --> 01:05:28.000]  這麼多章都不說
[01:05:28.000 --> 01:05:30.000]  為什麼要在最後說
[01:05:30.000 --> 01:05:32.000]  在前頭說在後頭說
[01:05:32.000 --> 01:05:34.000]  為什麼呢?因為要襯托出一些東西
[01:05:34.000 --> 01:05:36.000]  襯托些什麼?
[01:05:36.000 --> 01:05:38.000]  這個才是精彩的地方
[01:05:38.000 --> 01:05:40.000]  一會兒我講給大家聽
[01:05:40.000 --> 01:05:42.000]  不過從這段聖經裡
[01:05:42.000 --> 01:05:44.000]  如果我們像牧者那樣說
[01:05:44.000 --> 01:05:46.000]  將它美化為
[01:05:46.000 --> 01:05:48.000]  將來的耶穌基督
[01:05:48.000 --> 01:05:50.000]  那種侍奉
[01:05:50.000 --> 01:05:52.000]  其實就是吹水
[01:05:52.000 --> 01:05:54.000]  或者我經常說
[01:05:54.000 --> 01:05:56.000]  這些叫吹經
[01:05:56.000 --> 01:05:58.000]  沒有根據的東西你拿出來吹
[01:05:58.000 --> 01:06:00.000]  聖經是不是這樣說呢?
[01:06:00.000 --> 01:06:02.000]  在新約有沒有說
[01:06:02.000 --> 01:06:04.000]  這個俄彼得
[01:06:04.000 --> 01:06:06.000]  是預表耶穌基督呢?
[01:06:06.000 --> 01:06:08.000]  我就看不到
[01:06:08.000 --> 01:06:10.000]  不過如果你看到可以糾正我
[01:06:10.000 --> 01:06:12.000]  不過從這段聖經裡
[01:06:12.000 --> 01:06:14.000]  給我們看見
[01:06:14.000 --> 01:06:16.000]  兩方面
[01:06:16.000 --> 01:06:18.000]  都是沒有善意的
[01:06:18.000 --> 01:06:20.000]  大家都互相
[01:06:20.000 --> 01:06:22.000]  在這裡
[01:06:22.000 --> 01:06:24.000]  彼此攻擊對方
[01:06:24.000 --> 01:06:26.000]  你既然覺得
[01:06:26.000 --> 01:06:28.000]  我好像有子女
[01:06:28.000 --> 01:06:30.000]  我就做給你看看
[01:06:30.000 --> 01:06:32.000]  你還要怎麼樣呢?
[01:06:32.000 --> 01:06:34.000]  還要說
[01:06:34.000 --> 01:06:36.000]  哎呀
[01:06:36.000 --> 01:06:38.000]  我有了
[01:06:38.000 --> 01:06:40.000]  我沒有了孩子了
[01:06:40.000 --> 01:06:42.000]  弟兄姊妹
[01:06:42.000 --> 01:06:44.000]  他要
[01:06:44.000 --> 01:06:46.000]  展示給這些人看
[01:06:46.000 --> 01:06:48.000]  在公眾裡展示給人看
[01:06:48.000 --> 01:06:50.000]  你看我有啊
[01:06:50.000 --> 01:06:52.000]  你們沒有啊
[01:06:52.000 --> 01:06:54.000]  讓我想起以前年輕的時候
[01:06:54.000 --> 01:06:56.000]  看過一個廣告
[01:06:56.000 --> 01:06:58.000]  說一隻猴子
[01:06:58.000 --> 01:07:00.000]  有個人
[01:07:00.000 --> 01:07:02.000]  去到動物園那裡
[01:07:02.000 --> 01:07:04.000]  看見一隻猴子在籠子裡
[01:07:04.000 --> 01:07:06.000]  他自己拿著一條雪條
[01:07:06.000 --> 01:07:08.000]  他就展示給
[01:07:08.000 --> 01:07:10.000]  那隻猴子看
[01:07:10.000 --> 01:07:12.000]  他就跟那隻猴子說
[01:07:12.000 --> 01:07:14.000]  我有得吃你沒得吃
[01:07:14.000 --> 01:07:16.000]  他吃完那條雪條
[01:07:16.000 --> 01:07:18.000]  那隻猴子就從他後面
[01:07:18.000 --> 01:07:20.000]  拿了一抽香蕉出來
[01:07:20.000 --> 01:07:22.000]  然後在他面前撕給他看
[01:07:22.000 --> 01:07:24.000]  然後就看著他眼神
[01:07:24.000 --> 01:07:26.000]  字幕就打出來了
[01:07:26.000 --> 01:07:28.000]  現在我有得吃你沒得吃
[01:07:28.000 --> 01:07:30.000]  弟兄姊妹
[01:07:30.000 --> 01:07:32.000]  在聖經裡
[01:07:32.000 --> 01:07:34.000]  應該看到這樣的情節
[01:07:34.000 --> 01:07:36.000]  不然
[01:07:36.000 --> 01:07:38.000]  在聖經裡作者為什麼
[01:07:38.000 --> 01:07:40.000]  在第一章要說這班婦女
[01:07:40.000 --> 01:07:42.000]  為什麼要去到最後
[01:07:42.000 --> 01:07:44.000]  說這班婦女
[01:07:44.000 --> 01:07:46.000]  因為在寫作的特色上
[01:07:46.000 --> 01:07:48.000]  希伯來人的寫作
[01:07:48.000 --> 01:07:50.000]  前文後理互相呼應
[01:07:50.000 --> 01:07:52.000]  告訴我們根本上這班人的信仰
[01:07:52.000 --> 01:07:54.000]  就是有耳都聽不到
[01:07:54.000 --> 01:07:56.000]  而且他們心裡很酸溜溜
[01:07:56.000 --> 01:07:58.000]  很矛盾
[01:07:58.000 --> 01:08:00.000]  有上帝的說話告訴他們
[01:08:00.000 --> 01:08:02.000]  他們都是這樣的表現
[01:08:02.000 --> 01:08:04.000]  但是
[01:08:04.000 --> 01:08:06.000]  這班人
[01:08:06.000 --> 01:08:08.000]  其實總看不到一件事
[01:08:08.000 --> 01:08:10.000]  接下來第十七節的後半節
[01:08:10.000 --> 01:08:12.000]  我者訛彼得
[01:08:12.000 --> 01:08:14.000]  是耶穌的父親
[01:08:14.000 --> 01:08:16.000]  耶穌的大位的父
[01:08:16.000 --> 01:08:18.000]  然後第十八節裡
[01:08:18.000 --> 01:08:20.000]  說了一連串的一個續譜
[01:08:20.000 --> 01:08:22.000]  為什麼我要特意分一堂
[01:08:22.000 --> 01:08:24.000]  來跟大家說
[01:08:24.000 --> 01:08:26.000]  也是整個路德記的核心所在
[01:08:26.000 --> 01:08:28.000]  就是這班人
[01:08:28.000 --> 01:08:30.000]  其實他們
[01:08:30.000 --> 01:08:32.000]  路德記的核心所在
[01:08:32.000 --> 01:08:34.000]  是告訴你和我
[01:08:34.000 --> 01:08:36.000]  侍奉主的人
[01:08:36.000 --> 01:08:38.000]  如何應該在地上而活
[01:08:38.000 --> 01:08:40.000]  如何應該在地上而活
[01:08:40.000 --> 01:08:42.000]  如何應該在地上而活
[01:08:42.000 --> 01:08:44.000]  不是像這些婦女
[01:08:44.000 --> 01:08:46.000]  不是像這些婦女
[01:08:46.000 --> 01:08:48.000]  不是像撈米
[01:08:48.000 --> 01:08:50.000]  想盡機關
[01:08:50.000 --> 01:08:52.000]  想盡很多方法
[01:08:52.000 --> 01:08:54.000]  去滿足自己的計劃
[01:08:54.000 --> 01:08:56.000]  他以為自己計劃成功
[01:08:56.000 --> 01:08:58.000]  上帝容許他在以為自己計劃成功的裡面
[01:08:58.000 --> 01:09:00.000]  他很享受在他自己
[01:09:00.000 --> 01:09:02.000]  以為已經成功的計劃當中
[01:09:02.000 --> 01:09:04.000]  原來但是
[01:09:04.000 --> 01:09:06.000]  他根本不明白
[01:09:06.000 --> 01:09:08.000]  上帝
[01:09:08.000 --> 01:09:10.000]  整個救恩歷史的發展
[01:09:10.000 --> 01:09:12.000]  原來就是在這個時候
[01:09:12.000 --> 01:09:14.000]  藉著他的息輔
[01:09:14.000 --> 01:09:16.000]  和波亞斯延續起來
[01:09:16.000 --> 01:09:18.000]  領主們
[01:09:18.000 --> 01:09:22.000]  矛盾的地方就是
[01:09:22.000 --> 01:09:24.000]  這些有意卻聽不到的人
[01:09:24.000 --> 01:09:26.000]  他們永遠
[01:09:26.000 --> 01:09:28.000]  看不到上帝的願景
[01:09:28.000 --> 01:09:30.000]  他們永遠看不到上帝的願景
[01:09:30.000 --> 01:09:32.000]  他只看現今的狀態
[01:09:32.000 --> 01:09:34.000]  他只看現今的狀態
[01:09:34.000 --> 01:09:36.000]  我重複再說一次
[01:09:36.000 --> 01:09:38.000]  這些人
[01:09:38.000 --> 01:09:40.000]  他沒有耳朵能聽的人
[01:09:40.000 --> 01:09:42.000]  縱然他看見
[01:09:42.000 --> 01:09:44.000]  但他能夠看的
[01:09:44.000 --> 01:09:46.000]  只不過是現在
[01:09:46.000 --> 01:09:48.000]  他不能夠看見
[01:09:48.000 --> 01:09:50.000]  上帝遙遠的願景
[01:09:50.000 --> 01:09:52.000]  是怎麼樣
[01:09:52.000 --> 01:09:54.000]  廣東人有句說話
[01:09:54.000 --> 01:09:56.000]  蘇州過後
[01:09:56.000 --> 01:09:58.000]  無艇搭
[01:09:58.000 --> 01:10:00.000]  That ship has sailed
[01:10:00.000 --> 01:10:02.000]  香港人
[01:10:02.000 --> 01:10:04.000]  也有一句類似的說話
[01:10:04.000 --> 01:10:06.000]  英雄被困
[01:10:06.000 --> 01:10:08.000]  筲箕灣
[01:10:08.000 --> 01:10:10.000]  不知何日
[01:10:10.000 --> 01:10:12.000]  到中環
[01:10:12.000 --> 01:10:14.000]  有很多東西
[01:10:14.000 --> 01:10:16.000]  縱使
[01:10:16.000 --> 01:10:18.000]  上帝擺在你面前
[01:10:18.000 --> 01:10:20.000]  但如果
[01:10:20.000 --> 01:10:22.000]  一過了你不好好掌握的時候
[01:10:22.000 --> 01:10:24.000]  你可以完全喪失
[01:10:24.000 --> 01:10:26.000]  原本這麼好的
[01:10:26.000 --> 01:10:28.000]  上帝的祝福
[01:10:28.000 --> 01:10:30.000]  神同一粒
[01:10:30.000 --> 01:10:32.000]  福音種子
[01:10:32.000 --> 01:10:34.000]  擺在不同人的
[01:10:34.000 --> 01:10:36.000]  宿命和生命上
[01:10:36.000 --> 01:10:38.000]  就有很不一樣的
[01:10:38.000 --> 01:10:40.000]  生長狀態
[01:10:40.000 --> 01:10:42.000]  這就好像耶穌基督
[01:10:42.000 --> 01:10:44.000]  在馬太福音第十三章
[01:10:44.000 --> 01:10:46.000]  裡面說的殺種的比喻
[01:10:46.000 --> 01:10:48.000]  有些落在路旁
[01:10:48.000 --> 01:10:50.000]  有些落在
[01:10:50.000 --> 01:10:52.000]  淺石頭的地上
[01:10:52.000 --> 01:10:54.000]  有些落在荊棘當中
[01:10:54.000 --> 01:10:56.000]  有些落在
[01:10:56.000 --> 01:10:58.000]  土土的上面
[01:10:58.000 --> 01:11:00.000]  不同的狀況
[01:11:00.000 --> 01:11:02.000]  不同的泥土
[01:11:02.000 --> 01:11:04.000]  就孕育出
[01:11:04.000 --> 01:11:06.000]  同一樣的種子
[01:11:06.000 --> 01:11:08.000]  有不一樣的生長結果
[01:11:08.000 --> 01:11:10.000]  唯有
[01:11:10.000 --> 01:11:12.000]  只有那些落在土土上
[01:11:12.000 --> 01:11:14.000]  才可以有
[01:11:14.000 --> 01:11:16.000]  一百有六十倍
[01:11:16.000 --> 01:11:18.000]  和三十倍的生長
[01:11:18.000 --> 01:11:20.000]  有耳可聽的人
[01:11:20.000 --> 01:11:22.000]  他就應當聽
[01:11:22.000 --> 01:11:24.000]  聽到之後
[01:11:24.000 --> 01:11:26.000]  雖然可能靈性
[01:11:26.000 --> 01:11:28.000]  承載了不同的祝福
[01:11:28.000 --> 01:11:30.000]  但是他們就在不同的祝福裡面
[01:11:30.000 --> 01:11:32.000]  將它發芽生長
[01:11:32.000 --> 01:11:34.000]  可能是一百倍
[01:11:34.000 --> 01:11:36.000]  可能是六十倍
[01:11:36.000 --> 01:11:38.000]  可能三十倍
[01:11:38.000 --> 01:11:40.000]  同樣道理
[01:11:40.000 --> 01:11:42.000]  同一個例子
[01:11:42.000 --> 01:11:44.000]  當聖經說到
[01:11:44.000 --> 01:11:46.000]  有一個主人將一些財產
[01:11:46.000 --> 01:11:48.000]  分配給他的僕人
[01:11:48.000 --> 01:11:50.000]  有些分五千
[01:11:50.000 --> 01:11:52.000]  有些分一千
[01:11:52.000 --> 01:11:54.000]  有些分二千
[01:11:54.000 --> 01:11:56.000]  有些分一千
[01:11:56.000 --> 01:11:58.000]  但結果怎樣呢?
[01:11:58.000 --> 01:12:00.000]  只有有耳聽當聽
[01:12:00.000 --> 01:12:02.000]  全心信服的僕人
[01:12:02.000 --> 01:12:04.000]  才可以將它翻過一番
[01:12:04.000 --> 01:12:06.000]  頂著門
[01:12:06.000 --> 01:12:08.000]  我們不能夠挑戰上帝的主權
[01:12:08.000 --> 01:12:10.000]  我們甚至不能夠挑戰
[01:12:10.000 --> 01:12:12.000]  上帝的主權
[01:12:12.000 --> 01:12:14.000]  我們甚至不能夠挑戰
[01:12:14.000 --> 01:12:16.000]  上帝的主權
[01:12:16.000 --> 01:12:18.000]  我們甚至不能說
[01:12:18.000 --> 01:12:20.000]  為何上帝有些人
[01:12:20.000 --> 01:12:22.000]  你給他多些責任多些侍奉
[01:12:22.000 --> 01:12:24.000]  我少那麼多
[01:12:24.000 --> 01:12:26.000]  這個不是問題
[01:12:26.000 --> 01:12:28.000]  多與少不是問題
[01:12:28.000 --> 01:12:30.000]  問題是你和我是否肯
[01:12:30.000 --> 01:12:32.000]  同樣在那個份子裡面
[01:12:32.000 --> 01:12:34.000]  全心全意去信服神
[01:12:34.000 --> 01:12:36.000]  當那個人
[01:12:36.000 --> 01:12:38.000]  能夠真是全心全意
[01:12:38.000 --> 01:12:40.000]  去侍奉神的時候
[01:12:40.000 --> 01:12:42.000]  即或
[01:12:42.000 --> 01:12:44.000]  你只有
[01:12:44.000 --> 01:12:46.000]  一千
[01:12:46.000 --> 01:12:48.000]  你就發揮你一千的才能
[01:12:48.000 --> 01:12:50.000]  上帝都會說你是
[01:12:50.000 --> 01:12:52.000]  忠心的僕人
[01:12:52.000 --> 01:12:54.000]  我們還有
[01:12:54.000 --> 01:12:56.000]  不到四節半的經文
[01:12:56.000 --> 01:12:58.000]  我們看完路德記
[01:12:58.000 --> 01:13:00.000]  我們看完
[01:13:00.000 --> 01:13:02.000]  這一次的路德記之後
[01:13:02.000 --> 01:13:04.000]  我很盼望的是
[01:13:04.000 --> 01:13:06.000]  首先我們學會怎樣能夠
[01:13:06.000 --> 01:13:08.000]  去承擔上帝的工作
[01:13:08.000 --> 01:13:10.000]  但更重要的一件事
[01:13:10.000 --> 01:13:12.000]  是看見上帝的作為
[01:13:12.000 --> 01:13:14.000]  在舊人歷史上
[01:13:14.000 --> 01:13:16.000]  怎樣的發展
[01:13:16.000 --> 01:13:18.000]  是在他的手中掌握
[01:13:18.000 --> 01:13:20.000]  而我們只是在這條
[01:13:20.000 --> 01:13:22.000]  整個歷史的線上
[01:13:22.000 --> 01:13:24.000]  其中的一點的時候
[01:13:24.000 --> 01:13:26.000]  或者小段的時候
[01:13:26.000 --> 01:13:28.000]  怎樣在這一點
[01:13:28.000 --> 01:13:30.000]  在這小段裡面
[01:13:30.000 --> 01:13:32.000]  能夠發揮到上帝
[01:13:32.000 --> 01:13:34.000]  要你和我
[01:13:34.000 --> 01:13:36.000]  可以做的事
[01:13:36.000 --> 01:13:38.000]  因為同心同德
[01:13:38.000 --> 01:13:40.000]  慈悲天父多謝你
[01:13:40.000 --> 01:13:42.000]  你將同一段的導種
[01:13:42.000 --> 01:13:44.000]  放在我們每一個
[01:13:44.000 --> 01:13:46.000]  順利的人生上
[01:13:46.000 --> 01:13:48.000]  並且按照我們的才幹
[01:13:48.000 --> 01:13:50.000]  加以委託
[01:13:50.000 --> 01:13:52.000]  我們獻上感恩
[01:13:52.000 --> 01:13:54.000]  讓我們學會怎樣
[01:13:54.000 --> 01:13:56.000]  甘心順服在你的面前
[01:13:56.000 --> 01:13:58.000]  求主你的幫助
[01:13:58.000 --> 01:14:00.000]  我們也同時
[01:14:00.000 --> 01:14:02.000]  祈求主你繼續帶領我們
[01:14:02.000 --> 01:14:04.000]  去監察
[01:14:04.000 --> 01:14:06.000]  我們的心思意念
[01:14:06.000 --> 01:14:08.000]  因為在這個地上實在太多
[01:14:08.000 --> 01:14:10.000]  太多活在教會裡面
[01:14:10.000 --> 01:14:12.000]  而不順的人
[01:14:12.000 --> 01:14:14.000]  求你讓我們有一個
[01:14:14.000 --> 01:14:16.000]  警醒道力的心
[01:14:16.000 --> 01:14:18.000]  我們緊求你的幫助
[01:14:18.000 --> 01:14:20.000]  讓這一批的導種
[01:14:20.000 --> 01:14:22.000]  雖然在我們不同的信徒的生命上
[01:14:22.000 --> 01:14:24.000]  有不同的成長的過程
[01:14:24.000 --> 01:14:26.000]  但這些成長
[01:14:26.000 --> 01:14:28.000]  都是主你所起的
[01:14:28.000 --> 01:14:30.000]  我們的同心禱告
[01:14:30.000 --> 01:14:32.000]  祈求
[01:14:32.000 --> 01:14:34.000]  是奉天主的
[01:14:34.000 --> 01:14:36.000]  祈求
[01:14:36.000 --> 01:14:38.000]  是奉主耶穌的德性
[01:14:38.000 --> 01:14:40.000]  自求
[01:14:40.000 --> 01:14:42.000]  祈求
[01:14:42.000 --> 01:14:44.000]  是奉天主的
[01:14:44.000 --> 01:14:46.000]  祈求
[01:14:46.000 --> 01:14:48.000]  是奉主耶穌的
[01:14:48.000 --> 01:14:50.000]  祈求
[01:14:50.000 --> 01:14:52.000]  是奉天主的
[01:14:52.000 --> 01:14:54.000]  祈求
[01:14:54.000 --> 01:14:56.000]  是奉主耶穌的
[01:14:56.000 --> 01:14:58.000]  祈求
[01:14:58.000 --> 01:15:00.000]  是奉天主的
[01:15:00.000 --> 01:15:02.000]  祈求

